user_id,event_type,event_time,acquisition_channel,plan_selected
user_00030,app_session,2026-03-04 00:44:00,Organic Search,
user_00030,app_session,2026-03-10 18:44:00,Organic Search,
user_00031,trial_signup,2026-03-08 06:42:00,Organic Search,
user_00032,trial_signup,2026-04-12 04:42:00,Organic Search,
user_00032,onboarding_completed,2026-04-12 06:44:00,Organic Search,
user_00032,core_feature_used,2026-04-12 11:51:00,Organic Search,
user_00033,trial_signup,2026-01-26 02:34:00,Paid Ads,
user_00033,onboarding_completed,2026-01-26 03:46:00,Paid Ads,
user_00033,core_feature_used,2026-01-27 03:45:00,Paid Ads,
user_00033,app_session,2026-01-29 14:45:00,Paid Ads,
user_00033,app_session,2026-02-01 19:45:00,Paid Ads,
user_00033,app_session,2026-02-06 12:45:00,Paid Ads,
user_00033,app_session,2026-02-12 21:45:00,Paid Ads,
user_00034,trial_signup,2026-05-16 00:42:00,Content/Blog,
user_00035,trial_signup,2026-01-27 04:16:00,Organic Search,
user_00035,onboarding_completed,2026-01-27 04:48:00,Organic Search,
user_00036,trial_signup,2026-03-14 19:13:00,Organic Search,
user_00037,trial_signup,2026-03-09 16:31:00,Organic Search,
user_00037,onboarding_completed,2026-03-09 20:28:00,Organic Search,
user_00038,trial_signup,2026-04-19 08:02:00,Organic Search,
user_00038,onboarding_completed,2026-04-19 11:24:00,Organic Search,
user_00038,core_feature_used,2026-04-20 05:26:00,Organic Search,
user_00038,app_session,2026-04-24 22:26:00,Organic Search,
user_00039,trial_signup,2026-01-29 02:56:00,Paid Ads,
user_00040,trial_signup,2026-01-10 11:37:00,Organic Search,
user_00040,onboarding_completed,2026-01-10 13:32:00,Organic Search,
user_00040,core_feature_used,2026-01-11 10:44:00,Organic Search,
user_00040,app_session,2026-01-12 21:44:00,Organic Search,
user_00040,upgraded_to_paid,2026-01-13 21:44:00,Organic Search,Pro
user_00040,app_session,2026-01-15 18:44:00,Organic Search,
user_00041,trial_signup,2026-04-15 19:47:00,Content/Blog,
user_00041,onboarding_completed,2026-04-15 20:52:00,Content/Blog,
user_00042,trial_signup,2026-02-15 13:01:00,Content/Blog,
user_00042,onboarding_completed,2026-02-15 14:31:00,Content/Blog,
user_00043,trial_signup,2026-03-05 08:10:00,Paid Ads,
user_00044,trial_signup,2026-01-10 15:14:00,Organic Search,
user_00044,onboarding_completed,2026-01-10 19:14:00,Organic Search,
user_00044,core_feature_used,2026-01-11 16:14:00,Organic Search,
user_00044,app_session,2026-01-13 23:14:00,Organic Search,
user_00044,app_session,2026-01-15 20:14:00,Organic Search,
user_00044,app_session,2026-01-18 08:14:00,Organic Search,
user_00044,app_session,2026-01-21 16:14:00,Organic Search,
user_00045,trial_signup,2026-03-13 11:41:00,Content/Blog,
user_00045,onboarding_completed,2026-03-13 14:39:00,Content/Blog,
user_00046,trial_signup,2026-01-08 03:56:00,Paid Ads,
user_00047,trial_signup,2026-03-09 01:06:00,Organic Search,
user_00047,onboarding_completed,2026-03-09 02:39:00,Organic Search,
user_00048,trial_signup,2026-05-11 03:24:00,Organic Search,
user_00049,trial_signup,2026-01-12 22:27:00,Organic Search,
user_00049,onboarding_completed,2026-01-13 01:58:00,Organic Search,
user_00050,trial_signup,2026-02-20 11:27:00,Referral,
user_00050,onboarding_completed,2026-02-20 14:22:00,Referral,
user_00051,trial_signup,2026-02-01 23:57:00,Paid Ads,
user_00051,onboarding_completed,2026-02-02 01:21:00,Paid Ads,
user_00052,trial_signup,2026-03-17 17:08:00,Organic Search,
user_00052,onboarding_completed,2026-03-17 20:03:00,Organic Search,
user_00053,trial_signup,2026-02-14 19:36:00,Referral,
user_00053,onboarding_completed,2026-02-14 22:01:00,Referral,
user_00054,trial_signup,2026-02-23 13:50:00,Organic Search,
user_00054,onboarding_completed,2026-02-23 16:42:00,Organic Search,
user_00054,core_feature_used,2026-02-24 23:01:00,Organic Search,
user_00054,upgraded_to_paid,2026-02-27 08:01:00,Organic Search,Pro
user_00054,app_session,2026-02-27 15:01:00,Organic Search,
user_00054,app_session,2026-03-04 14:01:00,Organic Search,
user_00055,trial_signup,2026-03-27 02:52:00,Paid Ads,
user_00056,trial_signup,2026-03-21 07:51:00,Organic Search,
user_00056,onboarding_completed,2026-03-21 08:02:00,Organic Search,
user_00056,core_feature_used,2026-03-22 16:38:00,Organic Search,
user_00056,app_session,2026-03-24 06:38:00,Organic Search,
user_00056,app_session,2026-03-29 02:38:00,Organic Search,
user_00056,app_session,2026-04-03 08:38:00,Organic Search,
user_00057,trial_signup,2026-04-13 07:09:00,Paid Ads,
user_00057,onboarding_completed,2026-04-13 07:15:00,Paid Ads,
user_00058,trial_signup,2026-01-28 13:14:00,Content/Blog,
user_00058,onboarding_completed,2026-01-28 16:17:00,Content/Blog,
user_00059,trial_signup,2026-03-05 03:29:00,Organic Search,
user_00059,onboarding_completed,2026-03-05 05:32:00,Organic Search,
user_00060,trial_signup,2026-03-23 14:39:00,Content/Blog,
user_00061,trial_signup,2026-04-20 17:28:00,Content/Blog,
user_00062,trial_signup,2026-05-02 14:16:00,Referral,
user_00063,trial_signup,2026-03-12 16:31:00,Content/Blog,
user_00063,onboarding_completed,2026-03-12 17:46:00,Content/Blog,
user_00063,core_feature_used,2026-03-13 13:26:00,Content/Blog,
user_00063,app_session,2026-03-16 23:26:00,Content/Blog,
user_00064,trial_signup,2026-02-08 07:24:00,Organic Search,
user_00065,trial_signup,2026-01-17 13:26:00,Referral,
user_00065,onboarding_completed,2026-01-17 15:30:00,Referral,
user_00065,core_feature_used,2026-01-18 05:47:00,Referral,
user_00065,app_session,2026-01-22 23:47:00,Referral,
user_00065,app_session,2026-01-28 23:47:00,Referral,
user_00065,app_session,2026-02-03 11:47:00,Referral,
user_00065,app_session,2026-02-07 11:47:00,Referral,
user_00066,trial_signup,2026-04-10 13:34:00,Organic Search,
user_00067,trial_signup,2026-02-26 15:14:00,Paid Ads,
user_00067,onboarding_completed,2026-02-26 17:23:00,Paid Ads,
user_00067,core_feature_used,2026-02-27 16:29:00,Paid Ads,
user_00067,app_session,2026-03-04 15:29:00,Paid Ads,
user_00067,app_session,2026-03-07 05:29:00,Paid Ads,
user_00067,app_session,2026-03-10 00:29:00,Paid Ads,
user_00068,trial_signup,2026-05-25 21:01:00,Content/Blog,
user_00068,onboarding_completed,2026-05-25 22:55:00,Content/Blog,
user_00068,core_feature_used,2026-05-27 06:36:00,Content/Blog,
user_00068,app_session,2026-05-30 18:36:00,Content/Blog,
user_00069,trial_signup,2026-03-28 12:17:00,Paid Ads,
user_00070,trial_signup,2026-03-06 02:30:00,Content/Blog,
user_00070,onboarding_completed,2026-03-06 04:53:00,Content/Blog,
user_00070,core_feature_used,2026-03-07 04:56:00,Content/Blog,
user_00070,upgraded_to_paid,2026-03-08 11:56:00,Content/Blog,Starter
user_00070,app_session,2026-03-09 00:56:00,Content/Blog,
user_00071,trial_signup,2026-02-09 07:08:00,Organic Search,
user_00071,onboarding_completed,2026-02-09 07:42:00,Organic Search,
user_00072,trial_signup,2026-03-07 11:10:00,Organic Search,
user_00072,onboarding_completed,2026-03-07 14:26:00,Organic Search,
user_00073,trial_signup,2026-02-11 09:06:00,Referral,
user_00073,onboarding_completed,2026-02-11 10:30:00,Referral,
user_00073,core_feature_used,2026-02-12 12:17:00,Referral,
user_00073,app_session,2026-02-18 18:17:00,Referral,
user_00073,app_session,2026-02-20 12:17:00,Referral,
user_00074,trial_signup,2026-01-27 22:49:00,Paid Ads,
user_00074,onboarding_completed,2026-01-28 01:49:00,Paid Ads,
user_00075,trial_signup,2026-05-25 01:22:00,Organic Search,
user_00075,onboarding_completed,2026-05-25 04:16:00,Organic Search,
user_00075,core_feature_used,2026-05-26 14:58:00,Organic Search,
user_00075,app_session,2026-05-28 03:58:00,Organic Search,
user_00075,app_session,2026-06-01 06:58:00,Organic Search,
user_00075,app_session,2026-06-05 17:58:00,Organic Search,
user_00076,trial_signup,2026-02-09 13:11:00,Content/Blog,
user_00077,trial_signup,2026-03-11 19:51:00,Content/Blog,
user_00078,trial_signup,2026-04-30 13:52:00,Referral,
user_00079,trial_signup,2026-03-04 02:17:00,Organic Search,
user_00080,trial_signup,2026-04-29 18:39:00,Organic Search,
user_00080,onboarding_completed,2026-04-29 20:10:00,Organic Search,
user_00080,core_feature_used,2026-04-30 18:31:00,Organic Search,
user_00080,app_session,2026-05-03 05:31:00,Organic Search,
user_00081,trial_signup,2026-03-12 17:00:00,Organic Search,
user_00081,onboarding_completed,2026-03-12 17:53:00,Organic Search,
user_00081,core_feature_used,2026-03-13 21:47:00,Organic Search,
user_00081,app_session,2026-03-16 19:47:00,Organic Search,
user_00081,app_session,2026-03-21 15:47:00,Organic Search,
user_00081,app_session,2026-03-28 06:47:00,Organic Search,
user_00082,trial_signup,2026-03-17 07:25:00,Organic Search,
user_00083,trial_signup,2026-05-29 11:30:00,Organic Search,
user_00083,onboarding_completed,2026-05-29 13:03:00,Organic Search,
user_00083,core_feature_used,2026-05-31 02:47:00,Organic Search,
user_00083,upgraded_to_paid,2026-06-03 01:47:00,Organic Search,Starter
user_00083,app_session,2026-06-06 16:47:00,Organic Search,
user_00083,app_session,2026-06-10 01:47:00,Organic Search,
user_00084,trial_signup,2026-05-18 22:11:00,Organic Search,
user_00084,onboarding_completed,2026-05-19 01:25:00,Organic Search,
user_00084,core_feature_used,2026-05-20 17:49:00,Organic Search,
user_00084,app_session,2026-05-26 12:49:00,Organic Search,
user_00084,app_session,2026-05-29 15:49:00,Organic Search,
user_00084,upgraded_to_paid,2026-05-29 21:49:00,Organic Search,Starter
user_00084,app_session,2026-06-01 00:49:00,Organic Search,
user_00084,app_session,2026-06-03 11:49:00,Organic Search,
user_00084,app_session,2026-06-05 20:49:00,Organic Search,
user_00085,trial_signup,2026-05-22 09:44:00,Content/Blog,
user_00086,trial_signup,2026-05-06 03:55:00,Paid Ads,
user_00086,onboarding_completed,2026-05-06 05:12:00,Paid Ads,
user_00087,trial_signup,2026-02-17 01:16:00,Paid Ads,
user_00088,trial_signup,2026-01-17 12:31:00,Paid Ads,
user_00088,onboarding_completed,2026-01-17 15:17:00,Paid Ads,
user_00089,trial_signup,2026-05-25 09:05:00,Organic Search,
user_00090,trial_signup,2026-04-17 19:38:00,Organic Search,
user_00091,trial_signup,2026-05-14 12:28:00,Organic Search,
user_00092,trial_signup,2026-05-31 13:19:00,Organic Search,
user_00092,onboarding_completed,2026-05-31 13:39:00,Organic Search,
user_00093,trial_signup,2026-02-23 20:13:00,Referral,
user_00093,onboarding_completed,2026-02-23 20:38:00,Referral,
user_00093,core_feature_used,2026-02-24 08:39:00,Referral,
user_00093,app_session,2026-02-26 08:39:00,Referral,
user_00093,app_session,2026-03-02 22:39:00,Referral,
user_00093,app_session,2026-03-09 17:39:00,Referral,
user_00094,trial_signup,2026-03-15 22:18:00,Organic Search,
user_00095,trial_signup,2026-03-01 08:50:00,Paid Ads,
user_00096,trial_signup,2026-02-20 13:07:00,Paid Ads,
user_00096,onboarding_completed,2026-02-20 15:57:00,Paid Ads,
user_00096,core_feature_used,2026-02-21 10:15:00,Paid Ads,
user_00096,app_session,2026-02-22 11:15:00,Paid Ads,
user_00096,app_session,2026-02-24 20:15:00,Paid Ads,
user_00096,app_session,2026-03-02 19:15:00,Paid Ads,
user_00096,app_session,2026-03-08 04:15:00,Paid Ads,
user_00097,trial_signup,2026-03-19 22:25:00,Paid Ads,
user_00098,trial_signup,2026-05-07 14:05:00,Paid Ads,
user_00098,onboarding_completed,2026-05-07 17:57:00,Paid Ads,
user_00099,trial_signup,2026-03-06 00:05:00,Organic Search,
user_00099,onboarding_completed,2026-03-06 03:02:00,Organic Search,
user_00100,trial_signup,2026-01-06 21:52:00,Paid Ads,
user_00100,onboarding_completed,2026-01-06 22:07:00,Paid Ads,
user_00101,trial_signup,2026-05-13 20:28:00,Organic Search,
user_00102,trial_signup,2026-05-30 13:40:00,Organic Search,
user_00103,trial_signup,2026-05-01 11:26:00,Content/Blog,
user_00103,onboarding_completed,2026-05-01 14:22:00,Content/Blog,
user_00103,core_feature_used,2026-05-02 01:30:00,Content/Blog,
user_00103,app_session,2026-05-08 16:30:00,Content/Blog,
user_00103,app_session,2026-05-12 13:30:00,Content/Blog,
user_00104,trial_signup,2026-05-21 01:29:00,Content/Blog,
user_00104,onboarding_completed,2026-05-21 02:38:00,Content/Blog,
user_00104,core_feature_used,2026-05-22 06:23:00,Content/Blog,
user_00104,app_session,2026-05-24 03:23:00,Content/Blog,
user_00104,app_session,2026-05-29 17:23:00,Content/Blog,
user_00104,app_session,2026-06-02 18:23:00,Content/Blog,
user_00104,app_session,2026-06-05 10:23:00,Content/Blog,
user_00105,trial_signup,2026-04-24 01:13:00,Referral,
user_00105,onboarding_completed,2026-04-24 01:51:00,Referral,
user_00106,trial_signup,2026-05-05 03:01:00,Paid Ads,
user_00107,trial_signup,2026-03-03 22:10:00,Paid Ads,
user_00107,onboarding_completed,2026-03-03 22:18:00,Paid Ads,
user_00108,trial_signup,2026-01-30 14:07:00,Organic Search,
user_00108,onboarding_completed,2026-01-30 14:51:00,Organic Search,
user_00108,core_feature_used,2026-01-31 10:56:00,Organic Search,
user_00108,app_session,2026-02-03 23:56:00,Organic Search,
user_00108,app_session,2026-02-08 14:56:00,Organic Search,
user_00108,app_session,2026-02-11 04:56:00,Organic Search,
user_00109,trial_signup,2026-05-11 23:56:00,Paid Ads,
user_00109,onboarding_completed,2026-05-12 00:18:00,Paid Ads,
user_00109,core_feature_used,2026-05-13 04:47:00,Paid Ads,
user_00109,app_session,2026-05-18 12:47:00,Paid Ads,
user_00109,app_session,2026-05-19 21:47:00,Paid Ads,
user_00110,trial_signup,2026-05-29 21:31:00,Content/Blog,
user_00111,trial_signup,2026-05-04 11:21:00,Paid Ads,
user_00111,onboarding_completed,2026-05-04 13:45:00,Paid Ads,
user_00111,core_feature_used,2026-05-05 11:53:00,Paid Ads,
user_00111,app_session,2026-05-11 18:53:00,Paid Ads,
user_00111,app_session,2026-05-17 06:53:00,Paid Ads,
user_00111,app_session,2026-05-19 19:53:00,Paid Ads,
user_00111,app_session,2026-05-21 05:53:00,Paid Ads,
user_00112,trial_signup,2026-04-08 12:42:00,Referral,
user_00113,trial_signup,2026-02-08 15:02:00,Referral,
user_00113,onboarding_completed,2026-02-08 17:38:00,Referral,
user_00113,core_feature_used,2026-02-09 00:39:00,Referral,
user_00113,app_session,2026-02-13 03:39:00,Referral,
user_00113,app_session,2026-02-18 17:39:00,Referral,
user_00113,app_session,2026-02-20 16:39:00,Referral,
user_00113,app_session,2026-02-23 05:39:00,Referral,
user_00114,trial_signup,2026-01-20 15:50:00,Content/Blog,
user_00115,trial_signup,2026-04-12 20:05:00,Organic Search,
user_00116,trial_signup,2026-05-17 12:20:00,Content/Blog,
user_00116,onboarding_completed,2026-05-17 16:12:00,Content/Blog,
user_00117,trial_signup,2026-01-10 19:04:00,Content/Blog,
user_00117,onboarding_completed,2026-01-10 22:04:00,Content/Blog,
user_00118,trial_signup,2026-01-24 13:06:00,Content/Blog,
user_00119,trial_signup,2026-01-26 14:10:00,Referral,
user_00120,trial_signup,2026-01-12 10:50:00,Content/Blog,
user_00120,onboarding_completed,2026-01-12 12:26:00,Content/Blog,
user_00120,core_feature_used,2026-01-12 22:32:00,Content/Blog,
user_00120,app_session,2026-01-17 16:32:00,Content/Blog,
user_00121,trial_signup,2026-02-14 02:39:00,Organic Search,
user_00122,trial_signup,2026-03-03 15:58:00,Paid Ads,
user_00122,onboarding_completed,2026-03-03 17:02:00,Paid Ads,
user_00123,trial_signup,2026-03-07 21:00:00,Organic Search,
user_00124,trial_signup,2026-03-15 21:34:00,Paid Ads,
user_00124,onboarding_completed,2026-03-15 23:32:00,Paid Ads,
user_00125,trial_signup,2026-03-18 20:27:00,Content/Blog,
user_00126,trial_signup,2026-03-19 06:24:00,Paid Ads,
user_00127,trial_signup,2026-04-08 18:22:00,Organic Search,
user_00127,onboarding_completed,2026-04-08 21:26:00,Organic Search,
user_00127,core_feature_used,2026-04-10 18:32:00,Organic Search,
user_00127,app_session,2026-04-12 12:32:00,Organic Search,
user_00127,app_session,2026-04-19 11:32:00,Organic Search,
user_00128,trial_signup,2026-05-08 09:49:00,Content/Blog,
user_00129,trial_signup,2026-04-01 07:40:00,Paid Ads,
user_00129,onboarding_completed,2026-04-01 08:49:00,Paid Ads,
user_00130,trial_signup,2026-02-05 20:06:00,Referral,
user_00131,trial_signup,2026-03-21 14:02:00,Paid Ads,
user_00131,onboarding_completed,2026-03-21 17:14:00,Paid Ads,
user_00131,core_feature_used,2026-03-22 13:32:00,Paid Ads,
user_00131,app_session,2026-03-26 18:32:00,Paid Ads,
user_00131,app_session,2026-03-28 22:32:00,Paid Ads,
user_00132,trial_signup,2026-04-04 16:32:00,Content/Blog,
user_00133,trial_signup,2026-03-07 15:51:00,Content/Blog,
user_00133,onboarding_completed,2026-03-07 19:38:00,Content/Blog,
user_00133,core_feature_used,2026-03-08 03:39:00,Content/Blog,
user_00133,app_session,2026-03-09 07:39:00,Content/Blog,
user_00133,app_session,2026-03-12 04:39:00,Content/Blog,
user_00133,app_session,2026-03-19 01:39:00,Content/Blog,
user_00134,trial_signup,2026-05-23 11:05:00,Content/Blog,
user_00135,trial_signup,2026-05-18 03:29:00,Organic Search,
user_00135,onboarding_completed,2026-05-18 06:45:00,Organic Search,
user_00136,trial_signup,2026-04-06 03:43:00,Paid Ads,
user_00136,onboarding_completed,2026-04-06 03:54:00,Paid Ads,
user_00137,trial_signup,2026-03-25 19:14:00,Content/Blog,
user_00137,onboarding_completed,2026-03-25 22:01:00,Content/Blog,
user_00138,trial_signup,2026-03-19 20:26:00,Content/Blog,
user_00138,onboarding_completed,2026-03-19 20:42:00,Content/Blog,
user_00139,trial_signup,2026-05-07 03:06:00,Organic Search,
user_00139,onboarding_completed,2026-05-07 05:28:00,Organic Search,
user_00139,core_feature_used,2026-05-08 12:36:00,Organic Search,
user_00139,app_session,2026-05-15 10:36:00,Organic Search,
user_00139,app_session,2026-05-20 23:36:00,Organic Search,
user_00140,trial_signup,2026-04-17 20:06:00,Referral,
user_00141,trial_signup,2026-03-13 01:44:00,Paid Ads,
user_00141,onboarding_completed,2026-03-13 03:42:00,Paid Ads,
user_00142,trial_signup,2026-04-03 03:43:00,Organic Search,
user_00142,onboarding_completed,2026-04-03 07:38:00,Organic Search,
user_00143,trial_signup,2026-04-12 08:12:00,Paid Ads,
user_00144,trial_signup,2026-04-27 02:42:00,Content/Blog,
user_00144,onboarding_completed,2026-04-27 05:30:00,Content/Blog,
user_00145,trial_signup,2026-03-27 07:08:00,Organic Search,
user_00146,trial_signup,2026-05-22 06:37:00,Organic Search,
user_00146,onboarding_completed,2026-05-22 10:24:00,Organic Search,
user_00146,core_feature_used,2026-05-22 20:38:00,Organic Search,
user_00146,app_session,2026-05-27 20:38:00,Organic Search,
user_00146,app_session,2026-05-31 00:38:00,Organic Search,
user_00146,app_session,2026-06-02 17:38:00,Organic Search,
user_00146,upgraded_to_paid,2026-06-05 20:38:00,Organic Search,Starter
user_00146,app_session,2026-06-05 22:38:00,Organic Search,
user_00147,trial_signup,2026-03-02 18:20:00,Paid Ads,
user_00147,onboarding_completed,2026-03-02 19:32:00,Paid Ads,
user_00147,core_feature_used,2026-03-04 00:26:00,Paid Ads,
user_00147,app_session,2026-03-10 02:26:00,Paid Ads,
user_00147,app_session,2026-03-14 16:26:00,Paid Ads,
user_00147,app_session,2026-03-18 08:26:00,Paid Ads,
user_00148,trial_signup,2026-02-26 19:02:00,Paid Ads,
user_00149,trial_signup,2026-05-14 09:29:00,Content/Blog,
user_00149,onboarding_completed,2026-05-14 09:41:00,Content/Blog,
user_00149,core_feature_used,2026-05-15 18:32:00,Content/Blog,
user_00149,app_session,2026-05-20 15:32:00,Content/Blog,
user_00149,app_session,2026-05-22 06:32:00,Content/Blog,
user_00149,app_session,2026-05-28 20:32:00,Content/Blog,
user_00149,app_session,2026-05-29 22:32:00,Content/Blog,
user_00150,trial_signup,2026-02-02 08:39:00,Organic Search,
user_00150,onboarding_completed,2026-02-02 11:04:00,Organic Search,
user_00151,trial_signup,2026-05-16 09:29:00,Paid Ads,
user_00151,onboarding_completed,2026-05-16 11:24:00,Paid Ads,
user_00151,core_feature_used,2026-05-16 19:22:00,Paid Ads,
user_00151,app_session,2026-05-23 12:22:00,Paid Ads,
user_00151,app_session,2026-05-29 18:22:00,Paid Ads,
user_00151,app_session,2026-06-03 08:22:00,Paid Ads,
user_00151,app_session,2026-06-05 21:22:00,Paid Ads,
user_00152,trial_signup,2026-04-17 23:06:00,Paid Ads,
user_00152,onboarding_completed,2026-04-18 00:31:00,Paid Ads,
user_00153,trial_signup,2026-02-09 21:59:00,Paid Ads,
user_00153,onboarding_completed,2026-02-09 22:27:00,Paid Ads,
user_00154,trial_signup,2026-01-25 23:47:00,Organic Search,
user_00154,onboarding_completed,2026-01-26 00:25:00,Organic Search,
user_00155,trial_signup,2026-05-24 17:21:00,Paid Ads,
user_00155,onboarding_completed,2026-05-24 19:11:00,Paid Ads,
user_00155,core_feature_used,2026-05-26 16:46:00,Paid Ads,
user_00155,app_session,2026-05-31 15:46:00,Paid Ads,
user_00155,app_session,2026-06-02 00:46:00,Paid Ads,
